"Encompass Health Rehabilitation Hospital of Northern Virginia
24430 Millstream Drive
Aldie, VA 20105
703.957.2000
encompasshealth.com/northernvirginiarehab",,
,,
"The following charges reflect the most common services offered by our Hospital.  Patients may have additional charges, depending on services performed.    ",,
Room and Care - Per Day Charges,,
Rehab Room and Care , $992.00 ,
Rehab Room and Care Priv Medically Justified," $1,012.00 ",
,,
Inpatient Physical Therapy,,
"Physical Therapy – Evaluation, 15 min", $76.50 ,
"Physical Therapy – Individual Tx, 15 min", $69.00 ,
"Physical Therapy – Group Tx, 15 min", $49.50 ,
"Physical Therapy – Concurrent/CoTreat Tx, 15 min", $64.50 ,
,,
Inpatient Occupational Therapy,,
"Occupational Therapy – Evaluation, 15 min", $72.00 ,
"Occupational Therapy – Individual Tx, 15 min", $69.00 ,
"Occupational Therapy – Group Tx, 15 min", $49.50 ,
"Occupational Therapy – Concurrent/CoTreat Tx, 15 min", $64.50 ,
,,
Inpatient Speech Therapy,,
"Speech Therapy – Evaluation, 15 min", $76.50 ,
"Speech Therapy – Individual Tx, 15 min", $64.50 ,
"Speech Therapy – Group Tx, 15 min", $49.50 ,
"Speech Therapy – Concurrent/CoTreat Tx, 15 min", $64.50 ,
,,
X-Ray and Radiological,,
VENOUS DOPPLER      , $525.00 ,
X-RAY CHEST         , $291.00 ,
X-RAY KNEE          , $291.00 ,
X-RAY ABDOMEN       , $291.00 ,
X-RAY HIP           , $291.00 ,
X-RAY SPINE/LUMBAR  , $291.00 ,
X-RAY SPINE THORACIC, $291.00 ,
X-RAY ANKLE         , $122.00 ,
X-RAY CLAVICLE      , $122.00 ,
X-RAY ELBOW         , $122.00 ,
X-RAY FEMUR         , $122.00 ,
X-RAY FINGER        , $122.00 ,
X-RAY FOOT          , $291.00 ,
X-RAY HAND          , $122.00 ,
X-RAY HUMERUS       , $122.00 ,
X-RAY PELVIS        , $291.00 ,
X-RAY RIBS          , $122.00 ,
X-RAY SHOULDER      , $122.00 ,
X-RAY TIBIA/FIBULA  , $122.00 ,
ULTRASOUND          , $242.00 ,
PICC LINE INSERTION , $695.00 ,
,,
Laboratory,,
ACUTE HEPATITIS PANE, $86.16 ,
ASSAY ALKALINE PHOSP, $32.37 ,
ASSAY DIPROPYLACETIC, $70.44 ,
ASSAY OF ALDOLASE   , $40.50 ,
ASSAY OF AMYLASE    , $28.11 ,
ASSAY OF BLOOD/URIC , $19.44 ,
ASSAY OF CALCIUM    , $121.20 ,
ASSAY OF CK (CPK)   , $135.69 ,
ASSAY OF CPK IN BLOO, $73.89 ,
ASSAY OF CREATININE , $37.23 ,
ASSAY OF CYCLOSPORIN, $59.61 ,
ASSAY OF DIGOXIN    , $75.69 ,
ASSAY OF FERRITIN   , $54.48 ,
ASSAY OF FOLIC ACID , $75.87 ,
ASSAY OF FREE THYROX, $28.11 ,
ASSAY OF IRON       , $53.01 ,
ASSAY OF LIPASE     , $62.07 ,
ASSAY OF LITHIUM    , $60.12 ,
ASSAY OF MAGNESIUM  , $39.06 ,
ASSAY OF NATRIURETIC, $135.00 ,
ASSAY OF PARATHORMON, $263.64 ,
ASSAY OF PHENYTOIN F, $35.76 ,
ASSAY OF PHOSPHORUS , $27.60 ,
ASSAY OF PREALBUMIN , $29.25 ,
ASSAY OF THYROID (T3, $49.62 ,
ASSAY OF TOTAL THYRO, $68.79 ,
ASSAY OF TROPONIN QU, $178.00 ,
ASSAY OF VANCOMYCIN , $65.97 ,
ASSAY THYROID STIM H, $36.90 ,
BLOOD CULTURE FOR BA, $68.91 ,
C DIFF AMPLIFIED PRO, $143.61 ,
CHORIONIC GONADOTROP, $85.17 ,
CLOSTRIDIUM AG EIA  , $49.08 ,
COMPLETE CBC AUTOMAT, $12.00 ,
COMPLETE CBC W/AUTO , $12.00 ,
COMPREHEN METABOLIC , $34.62 ,
C-REACTIVE PROTEIN  , $29.88 ,
CREATINE MB FRACTION, $26.64 ,
CULTURE OTHR SPECIMN, $38.64 ,
DRUG SCRN LEVETIRACE, $54.27 ,
GLYCOSYLATED HEMOGLO, $33.84 ,
HEMOGLOBIN          , $12.00 ,
HEPATIC FUNCTION PAN, $35.55 ,
HIV-1/HIV-2 1 RESULT, $36.36 ,
IRON BINDING TEST   , $65.10 ,
LACTATE (LD) (LDH) E, $99.69 ,
LIPID PANEL         , $24.12 ,
METABOLIC PANEL TOTA, $34.62 ,
PROTHROMBIN TIME    , $73.56 ,
RBC SED RATE AUTOMAT, $26.25 ,
REAGENT STRIP/BLOOD , $9.00 ,
RENAL FUNCTION PANEL, $43.23 ,
SMEAR GRAM STAIN    , $23.13 ,
SYPHILIS TEST NON-TR, $306.66 ,
TOTAL CORTISOL      , $92.16 ,
TRANSFERASE (AST) (S, $58.02 ,
URINALYSIS AUTO W/O , $12.96 ,
URINALYSIS AUTO W/SC, $17.07 ,
URINE CULTURE/COLONY, $27.15 ,
VIT D 1 25-DIHYDROXY, $105.21 ,
VITAMIN B-12        , $27.00 ,
VITAMIN D 25 HYDROXY, $28.20 ,
,,
Dialysis,,
HEMODIALYSIS," $1,236.00 ",
Peritoneal dialysis," $1,371.00 ",
,,
Pulmonary/Respiratory Services and Supplies,,
ABG KIT, $4.00 ,
AEROCHAMBER FOR MDI, $17.00 ,
AEROSOL TX-THERA/MULT PRES MED, $128.00 ,
AEROSOL TX-THERAP/1 PRESCR MED, $64.00 ,
APNEA MONITOR-CLINICAL MONITOR, $324.00 ,
ARTERIAL BLOOD GAS (ABG)-DIAGN, $128.00 ,
ASSISTED COUGH-THERAP/NON-MED, $64.00 ,
BEDSIDE PULM MECH-DIAG W/O MED, $64.00 ,
BIPAP/HR-THERAP WO MEDICATION, $11.00 ,
CPAP/BIPAP CIRCUIT CHARGE, $21.00 ,
CPAP/BIPAP FACE MASK, $50.00 ,
CPAP/BIPAP NASAL MASK, $50.00 ,
CPAP/BIPAP TOTAL FACE MASK, $316.00 ,
CPAP/HR-THERAP WO MEDICATION, $11.00 ,
CPR-CLINICAL ER RESUSCITATION, $603.00 ,
CPT-CHEST PHYSIO/POST DRAIN WO, $58.00 ,
DISKUS INHALER-THERA/PRESC MED, $64.00 ,
DISP. RESUSCITATOR BAG, $24.00 ,
DISPOSABLE INNER CANNULA (DIC), $11.00 ,
DPI-THERAPEUTIC W/ PRESCR MED, $64.00 ,
EDUCATION-PATIENT/FAMILY 1/4HR, $64.00 ,
EKG W/ RHYTHM STRIP -DIAGNOSTI, $213.00 ,
ETCO2 MONITOR/HR-CLIN MONITOR, $38.00 ,
EZPAP CIRCUIT, $64.00 ,
EZPAP-THERA W/ PRESCRIBED MED, $64.00 ,
EZPAP-THERAPY W/MULT PRESCRIBD, $48.00 ,
FLUTTER VALVE, $163.00 ,
FLUTTER VALVE TX-THERAP WO MED, $64.00 ,
FULL FACE MASK, $76.00 ,
HEAT MOISTURE EXCHANGER, $8.00 ,
HIGH O2 FLOW NASAL CANNULA, $11.00 ,
HOLTER MONITOR -DIAGNOSTIC, $129.00 ,
HUMIDIFIED AIR PER HOUR, $11.00 ,
INC SPIROMETRY TX-THERA WO MED, $54.00 ,
INCENTIVE SPIROMETER, $9.00 ,
MDI-THERAP W/ PRESCR MED, $64.00 ,
METANEB THERAPY W/PRESCRIPTION, $64.00 ,
NEBULIZER UPDRAFT  DEVICE, $4.00 ,
NOCTURNAL PULSE-OX STUDY, $64.00 ,
O2 PER DAY, $248.00 ,
O2 PER HOUR, $11.00 ,
PEP THERAPY-THERA WO MEDICATIO, $64.00 ,
PH-PLEURAL FLUID-DIAGNOSTIC, $213.00 ,
Pocket Chamber Aerosol, $7.65 ,
PULS-OX OXIMETER/HR-CLIN MONIT, $38.00 ,
PULS-OX SPOT CK-CLIN MON SPOT, $13.00 ,
RESPIRATORY ASSESS (INIT) 1/4H, $64.00 ,
RT TIME 1/4HR MISCELLANEOUS, $64.00 ,
Sensor Oximeter, $30.27 ,
SPIROMETER BASIC-DIAG PULM FUN, $128.00 ,
SPIROMETER PRE&POST BRONCHIODI, $88.00 ,
SPUTUM COLLECTION -DIAGNOSTIC, $42.00 ,
SUCTION-THERAPEUTIC, $64.00 ,
TRACH CARE-THERA AIRWAY MAINT, $64.00 ,
TRACH TUBE, $155.00 ,
VAPOTHERM CARTRIDGE, $222.00 ,
VAPOTHERM THERAPY PER HR, $54.00 ,
VENT/HR-THERA WO MEDICATION, $19.00 ,
VENTILATOR CIRCUIT, $11.00 ,
VEST THERAPY SET-UP  , $72.00 ,
VEST TX/THPY/CHEST VIB VEST TH, $128.00 ,
,,
Orthotics and Prosthetics,,
ABDUCT RESTRAINER CANVAS&WEB, $273.80 ,
ACROMIO/CLAVICULAR CANVAS&WE, $311.80 ,
AFO ANKLE GAUNTLET PRE-FAB, $219.50 ,
AFO DOUB SOLID STIRRUP CALF," $1,272.60 ",
AFO MOLDED PLAS RIG ANT TIB," $2,615.50 ",
AFO MOLDED TO PATIENT PLASTI," $1,396.40 ",
AFO PLASTIC MOLDED W/ANKLE J," $1,962.50 ",
AFO PLASTIC PRE-FAB, $659.00 ,
AFO POS SOLID ANK PLASTIC MO," $1,561.40 ",
AFO RIG ANT TIB PREFAB TCF/=," $2,326.90 ",
AFO SING UPRIGHT W/ ADJUST S, $973.80 ,
AFO SPIRAL PREFABRICATED," $2,189.90 ",
AFO SUPRAMALLEOLAR CUSTOM," $1,467.30 ",
AFO TIB FX SEMI-RIGID," $1,635.40 ",
"AFO W/ANKLE JOINT, PREFAB"," $1,222.30 ",
"AFO, WALKING BOOT, CUSTOM"," $4,107.90 ",
AFO-STATIC OR DYNAMIC PRE-FAB, $436.60 ,
AK FLEX INNER SICKET EXT FRA," $3,521.90 ",
AK PELVIC CONTROL BELT LIGHT, $390.70 ,
AK/KNEE DISARTIC ACRYLIC SOC," $1,290.70 ",
ANKLE CONTROL ORTHOSIS PREFAB, $248.70 ,
ANTERIOR THORACIC EXTENSION, $626.10 ,
BELOW KNEE SUS/SEAL SLEEVE, $334.70 ,
BELOW KNEE TOTAL CONTACT, $906.80 ,
BELT  STRAP  SLEEVE  GARMENT, $120.00 ,
BK FORK STRAP, $142.00 ,
BK WAIST BELT WEBBING, $182.50 ,
CANVAS VEST SO, $418.10 ,
CERV COL FOAM 2 PIECE W THOR, $749.20 ,
CERV COL SUPP ADJ BAR & THOR," $1,448.40 ",
CERV COL THERM FOAM 2 PI PREFB, $348.60 ,
CERV FLEX NON-ADJUST PRE-FAB, $74.70 ,
CUSTOM MOLDED MULTI-DENSITY IN, $135.00 ,
DIABETIC SHOE  OTS  DEPTH-INLA, $222.00 ,
DIABETIC SHOE W/ROLLER OR ROCK, $111.00 ,
DORSI & PLANTAR FLEX ASS/RES, $228.00 ,
DORSIFLEXION ASSIST EACH JOINT, $185.70 ,
DROP LOCK RETAINER EACH, $88.60 ,
ENDO AK ULTRA-LIGHT MATERIAL," $2,243.10 ",
