"FACILITY_NAME","DRG","Total"
"WYTHE COUNTY COMMUNITY HOSPITAL ","055",16593
,"056",27107
,"064",36659.1111111111
,"065",27591.3333333333
,"066",27884
,"068",24989
,"069",26293.5
,"070",37741.5
,"071",3362
,"074",21403.5
,"077",36835
,"079",22211
,"091",35529.5
,"093",34387
,"100",34896.5
,"101",21879.25
,"149",25945
,"152",23539.5
,"153",15787.8
,"158",24215
,"168",20092
,"175",29508.25
,"176",27636.25
,"177",41489.875
,"178",19837.5
,"183",36507
,"186",48490.6666666667
,"189",30764.9078947368
,"190",30003.8235294118
,"191",28806.25
,"192",15396.25
,"193",32533.1041666667
,"194",23913.3333333333
,"195",17314.2222222222
,"199",28090
,"200",12793
,"202",22033
,"203",13651
,"207",107975.75
,"208",56087
,"264",40627
,"280",30675.4285714286
,"281",17454.3846153846
,"282",14017.6666666667
,"283",12567
,"291",29556.2222222222
,"292",22928.9130434783
,"293",19092
,"299",19385
,"300",22532
,"302",18321
,"303",12424
,"304",3118
,"305",20939.1428571429
,"308",28297.2
,"309",19202.7894736842
,"310",11508.5714285714
,"311",18691
,"312",19065.1818181818
,"313",22435
,"314",16435.5
,"315",31719.5
,"327",66935
,"329",166096.5
,"330",67962.1666666667
,"331",58106.1428571429
,"335",160396.5
,"336",108825
,"337",55077
,"340",54234
,"343",49046.5
,"344",33564
,"345",21163
,"369",19975
,"371",60563
,"372",26503
,"373",28479.3333333333
,"374",17332
,"377",30176.4285714286
,"378",29530.0769230769
,"379",22962.5
,"386",29173
,"388",37387.6
,"389",23669.1428571429
,"390",26281
,"391",24633.1666666667
,"392",28643.6774193548
,"393",24302
,"394",19418.5
,"412",82939
,"417",67154.3333333333
,"418",54793
,"419",48145
,"432",41300.6666666667
,"433",17553
,"434",16476
,"438",42487.4
,"439",30851.9333333333
,"440",28681.6666666667
,"441",35692.5
,"442",20038.5
,"446",30795
,"464",69596
,"467",81598
,"469",75283.3333333333
,"470",69303.4444444444
,"480",58462
,"481",59707
,"482",44676.5
,"487",29022
,"489",27217
,"493",60390
,"534",15674
,"535",25424
,"536",17493.6
,"542",47250
,"552",46061.5
,"554",24612.5
,"555",22170
,"556",8155
,"557",16798
,"558",16047
,"559",39746
,"560",32040
,"561",32150.2307692308
,"562",19326
,"563",18672
,"580",50196
,"581",33134
,"593",4987
,"602",35122.6666666667
,"603",19877.7666666667
,"605",20960
,"637",31504.7222222222
,"638",18295.7777777778
,"639",14542.5
,"640",34347.3333333333
,"641",23022.96
,"642",20785
,"643",39992
,"644",19419
,"659",36251
,"661",72703
,"666",49912
,"668",125210
,"669",77119
,"673",77061
,"682",36132.9393939394
,"683",25820.0769230769
,"684",14279.75
,"689",29866.9230769231
,"690",19464.3913043478
,"695",20102
,"696",25227
,"698",31074.2
,"699",36314.5
,"700",14755
,"714",23292
,"725",4768
,"728",28004
,"737",71957
,"738",34881
,"742",50545.3333333333
,"743",32790.2105263158
,"747",29703.6666666667
,"765",26469.6060606061
,"766",26855.2233009709
,"767",22878
,"769",50713
,"774",10030.7647058824
,"775",9468.65517241379
,"778",6436
,"781",21195
,"784",28101
,"785",27100.6666666667
,"786",27260
,"787",26975.75
,"788",25713.6923076923
,"789",4158.46153846154
,"790",6417.5
,"791",3107
,"792",3068.27272727273
,"793",5006.25
,"794",3424.12987012987
,"795",2737.70386266094
,"798",19939
,"805",3901
,"806",9845.6
,"807",10237.8518518519
,"809",48047
,"810",24653
,"811",25500.3333333333
,"812",22909.7333333333
,"816",12209
,"833",7218
,"853",95384.5714285714
,"854",44223.25
,"864",9868
,"866",22403
,"868",30931
,"870",80792.6
,"871",38706.3535911602
,"872",28503.8409090909
,"880",13684.5
,"885",30173
,"887",6069
,"894",762
,"896",21232
,"897",25749
,"902",59653
,"915",9682
,"917",30179.8235294118
,"918",12907
,"919",35416
,"920",23011
,"921",8773
,"941",36970
,"947",32536.3076923077
,"948",25605.8
,"949",31435.3
,"950",25526.5
,"951",5332.25
,"982",68121
,"983",33886
,"987",50848
,"988",36932.5
,"998",11130
