Px Code,Procedure Description,Unit Price,FEE SCHEDULE GROUP NAME
77030005788,CATH NEPH PFLX BSC -B,313,HR INPT PRICE BFG
77030005788,CATH NEPH PFLX BSC -B,313,HR OTPT PRICE BFG
77030005789,CATH NEPH PFLX BSC -C,687,HR INPT PRICE BFG
77030005789,CATH NEPH PFLX BSC -C,687,HR OTPT PRICE BFG
77030005800,STNT AIRWY PLYFLX BSC -H,9251,HR INPT PRICE BFG
77030005800,STNT AIRWY PLYFLX BSC -H,9251,HR OTPT PRICE BFG
77030005801,STNT BILI HALO BSC -G,4762,HR INPT PRICE BFG
77030005801,STNT BILI HALO BSC -G,4762,HR OTPT PRICE BFG
77030005802,STNT BILI APRO ABBT -G,4840,HR INPT PRICE BFG
77030005802,STNT BILI APRO ABBT -G,4840,HR OTPT PRICE BFG
77030005803,STNT BILI APRO ABBT -G1,5324,HR INPT PRICE BFG
77030005803,STNT BILI APRO ABBT -G1,5324,HR OTPT PRICE BFG
77030005804,STNT BILI BARD -G1,6292,HR INPT PRICE BFG
77030005804,STNT BILI BARD -G1,6292,HR OTPT PRICE BFG
77030005808,STNT BILI BE PALM CARD -G,4018,HR INPT PRICE BFG
77030005808,STNT BILI BE PALM CARD -G,4018,HR OTPT PRICE BFG
77030005809,STNT BILI BE PALM CARD -G1,2590,HR INPT PRICE BFG
77030005809,STNT BILI BE PALM CARD -G1,2590,HR OTPT PRICE BFG
77030005810,STNT BILI CARY/CN BSC -C,400,HR INPT PRICE BFG
77030005810,STNT BILI CARY/CN BSC -C,400,HR OTPT PRICE BFG
77030005811,STNT BILI CFLX BSC -B,240,HR INPT PRICE BFG
77030005811,STNT BILI CFLX BSC -B,240,HR OTPT PRICE BFG
77030005813,STNT BILI COOK -C,576,HR INPT PRICE BFG
77030005813,STNT BILI COOK -C,576,HR OTPT PRICE BFG
77030005814,STNT BILI CTN COOK -B,233,HR INPT PRICE BFG
77030005814,STNT BILI CTN COOK -B,233,HR OTPT PRICE BFG
77030005815,STNT BILI CTN COOK -C,520,HR INPT PRICE BFG
77030005815,STNT BILI CTN COOK -C,520,HR OTPT PRICE BFG
77030005816,STNT BILI DYN ABBT -G1,6525,HR INPT PRICE BFG
