Procedure ID,Description,Amount
297,ABCIXIMAB 10 MG INJ     ,9096.00
317,ACARBOSE 50MG TAB       ,18.00
334,ACEBUTOLOL 200MG TAB    ,19.00
335,ACETAMIN/BUTALBITL 325MG,16.00
336,ACETAMIN/BUTALBITL 650MG,33.00
346,ACETAMIN/BUTALBITL/CAFFE,17.00
376,ACETAMIN/COD 15ML LIQ   ,4.00
378,ACETAMIN/CODEINE #2 TAB ,4.00
382,ACETAMIN/CODEINE #3 TAB ,4.00
383,ACETAMIN/CODEINE #4 TAB ,17.00
385,ACETAMINOPHEN 120MG SUPP,4.00
494,ACETAZOLAMIDE 250MG TAB ,4.00
626,ACETAZOLAMIDE 500MG SA C,38.00
637,ACETAZOLAMIDE 500 MG INJ,990.00
654,ACETIC ACID 2% 15ML OT  ,249.00
684,ACETIC ACID/AL AC 60MLOT,235.00
692,ACETIC ACID/HC 10ML OT  ,1240.00
693,ACETYLCHOLINE 1% 2ML OP ,306.00
724,ACETYLCYSTEI 20% 30ML VL,42.00
735,INH ACETYLCYSTN 20% 4ML ,65.00
742,BAG U PED STR.          ,43.00
766,ACLOMETASON 0.05% 15GMCR,189.00
773,ACTIVATED CHAR 30GM PWD ,90.00
791,ACTIVATED CHAR 260MG CAP,3.00
814,ACTIVATED CHAR/SIMET TAB,3.00
822,NEEDLE ELECTRODE        ,27.00
829,ACTIVATED CHAR/SORB 25GM,91.00
830,ACTIVATED CHAR/SORB 50GM,122.00
831,ACTIVATED CHARCOAL 25GM ,91.00
844,ACTIVATED CHARCOAL 50GM ,122.00
845,ACYCLOVIR 200MG CAP     ,21.00
871,ACYCLOVIR 200MG/5ML LIQ ,19.00
886,ACYCLOVIR 5% TOP 15 GM  ,1278.00
893,ACYCLOVIR 5% 3GM OI     ,216.00
1124,ACYCLOVIR 800MG TAB     ,67.00
1153,ALBUTEROL 200MCG CAP    ,3.00
1154,ALBUTEROL 2MG TAB       ,15.00
1158,ALBUTEROL 4MG SA TAB    ,21.00
1159,ALBUTEROL 2MG/5ML LIQ   ,4.00
1162,ALBUTEROL 4MG TAB       ,15.00
