Procedure ID,Description,Amount
297,ABCIXIMAB 10 MG INJ     ,5100.39
317,ACARBOSE 50MG TAB       ,26.09
329,ACEBUTOLOL 400MG TAB    ,27.72
334,ACEBUTOLOL 200MG TAB    ,8.79
335,ACETAMIN/BUTALBITL 325MG,31.91
346,ACETAMIN/BUTALBITL/CAFFE,17.29
367,ACETAMIN/COD 10ML LIQ   ,10.49
376,ACETAMIN/COD 15ML LIQ   ,19.27
378,ACETAMIN/CODEINE #2 TAB ,29.00
380,ACETAMIN/COD 5ML LIQ    ,19.97
382,ACETAMIN/CODEINE #3 TAB ,19.27
383,ACETAMIN/CODEINE #4 TAB ,20.96
385,ACETAMINOPHEN 120MG SUPP,1.70
464,ACETAMINOPHEN INFGTTS15M,14.73
467,ACETAZOLAMIDE 25MG/1MLOS,23.22
494,ACETAZOLAMIDE 250MG TAB ,9.07
626,ACETAZOLAMIDE 500MG SA C,9.07
637,ACETAZOLAMIDE 500 MG INJ,171.70
654,ACETIC ACID 2% 15ML OT  ,110.55
692,ACETIC ACID/HC 10ML OT  ,731.19
693,ACETYLCHOLINE 1% 2ML OP ,64.79
697,INH ACETYLCYST NONCMP 1G,296.37
698,ACETYLCYSTEI 10% 30ML VL,42.86
724,ACETYLCYSTEI 20% 30ML VL,101.37
728,INH ACETYLCYSTN 10% 4ML ,32.29
735,INH ACETYLCYSTN 20% 4ML ,36.61
736,ACITRETIN 25MG CAP      ,75.09
766,ACLOMETASON 0.05% 15GMCR,248.78
773,ACTIVATED CHAR 30GM PWD ,47.05
791,ACTIVATED CHAR 260MG CAP,29.00
829,ACTIVATED CHAR/SORB 25GM,17.29
830,ACTIVATED CHAR/SORB 50GM,68.32
831,ACTIVATED CHARCOAL 25GM ,17.29
844,ACTIVATED CHARCOAL 50GM ,68.56
845,ACYCLOVIR 200MG CAP     ,13.32
871,ACYCLOVIR 200MG/5ML LIQ ,9.07
886,ACYCLOVIR 5% TOP 15 GM  ,502.31
892,ACYCLOVIR 40MG/ML 1ML   ,24.49
1124,ACYCLOVIR 800MG TAB     ,42.86
1141,ALBUMIN INF 5% 50ML     ,321.86
1151,ALBUTEROL 0.5% 20ML INH ,381.66
1153,ALBUTEROL 200MCG CAP    ,9.07
1154,ALBUTEROL 2MG TAB       ,26.09
1158,ALBUTEROL 4MG SA TAB    ,26.09
1159,ALBUTEROL 2MG/5ML LIQ   ,4.82
1162,ALBUTEROL 4MG TAB       ,26.09
1164,ALBUTEROL 90MCG 17GM INH,380.27
1166,ALBUTEROL 90MCG 6.8GMINH,119.84
1171,INH ALBUTEROL/IPR 14.7GM,377.08
1176,ALCOHOLIC BEVERAGE      ,9.02
1177,ALDACTAZID 20MG/ML 1ML  ,11.90
1191,ALENDRONATE 10MG TAB    ,10.76
1192,ALDESLEUKIN SINGLE VIAL ,11415.99
1193,ALENDRONATE 35MG TAB    ,77.99
1196,ALENDRONATE 70MG TAB    ,51.56
1206,ALFENTANIL 1000MCG AMP  ,68.96
1215,ALFENTANIL 2500MCG AMP  ,445.50
1219,ALLOPURINOL 100MG TAB   ,9.07
1235,ALLOPURINOL 300MG TAB   ,9.07
1241,ALPRAZOLAM 0.25MG TAB   ,13.32
1242,ALPRAZOLAM 0.5MG TAB    ,13.32
1247,ALPROSTADIL 500MCG AMP  ,1289.45
1259,ALUM HYDR/MAG TRIS CHEW ,26.09
1261,ALUMINUM ACETATE PKT    ,4.82
1265,ALUMINUM CARB BASIC PO  ,19.97
1266,ALUMINUM HYDR 320MG LIQ ,3.92
1267,ALUMINUM HYDR 400MG CAP ,1.13
1268,ALUMINUM HYDR 450MG LIQ ,26.09
1273,ALUMINUM HYDR 500/600 TB,29.00
1274,ALUMINUM HYDR 600MG LIQ ,26.09
1276,AMANTADINE 100MG CAP    ,19.27
1277,AMANTADINE 50MG/5ML LIQ ,17.29
1279,AMCINONIDE 0.1% 30GM CR ,413.14
1281,AMIFOSTINE 500 MG INJ   ,1323.69
1290,AMILORIDE 5MG TAB       ,9.07
1291,AMINO ACIDS 1000ML      ,419.55
1292,AMILORIDE/HCTZ 5/50 TAB ,29.00
1293,AMINO ACIDS 2000ML      ,860.92
1294,AMINO ACIDS 3000ML      ,1424.17
1402,AMINOCAPR AC 1.25G/5 LIQ,39.31
1403,AMINOCAPROC 20 MG/ML INJ,91.21
1404,AMINOCAPR AC 5GM/20ML VL,69.29
1405,AMINOCAPR AC 250MG/ML1ML,9.94
1406,AMINOCAPR ACID 500MG TAB,14.73
1407,AMINOGLUTETHIM 250MG TAB,29.65
1411,AMIODARONE 200MG TAB    ,29.18
1412,AMIODARONE 400MG TAB    ,40.93
1414,AMITRIP/CHLORDIAZ 12.5/5,26.09
1415,AMITRIP/PERPHENAZ 10/2  ,26.09
1418,AMITRIP/PERPHENAZ 25/2  ,26.09
1419,AMITRIP/PERPHENAZ 25/4  ,26.09
1423,AMITRIPTYLINE 100MG TAB ,26.09
1426,AMITRIPTYLINE 100MG VL  ,223.66
1429,AMITRIPTYLINE 10MG TAB  ,9.07
1430,AMITRIPTYLINE 25MG TAB  ,9.07
1431,AMITRIPTYLINE 50MG TAB  ,31.91
1432,AMITRIPTYLINE 75MG TAB  ,26.09
1438,AMLODIP/BENAZ 10/20 CAP ,29.65
1444,AMLODIPINE 10MG TAB     ,37.38
1446,AMLODIPINE 5MG TAB      ,10.76
1454,AMLODIPINE 2.5MG TAB    ,29.98
1457,AMMONI LAC 12% 225GM LOT,99.73
1460,AMMONIA 0.33ML INH AMP  ,43.06
1483,AMMONIU ALUM 454GM PASTE,33.19
1488,AMOX/CLAV 1000MG XR TAB ,29.65
1489,AMMONIUM CHL 100MEQ VL  ,187.54
1490,AMOX/CLAV 125MG CHEW    ,29.00
1491,AMOX/CLAV 125MG/5ML     ,22.56
1492,AMOX/CLAV 200MG/5ML     ,23.84
1495,AMOX/CLAV 250MG TAB     ,20.96
1497,AMOX/CLAV 250MG/5ML     ,125.79
1498,AMOX/CLAV 400MG CHEW    ,30.94
1499,AMOX/CLAV 500MG TAB     ,27.49
1502,AMOX/CLAV 400MG/5ML     ,10.49
1503,AMOX/CLAV 875MG TAB     ,19.27
1504,AMOXAPINE 100MG TAB     ,30.94
1509,AMOXAPINE 25MG TAB      ,29.00
1518,ALP 1 PRO INHIB HUM 10MG,19.69
1522,AMOXAPINE 50MG TAB      ,27.40
1523,AMOXIC 50MG/ML 15ML GTTS,40.93
1524,AMOXICILL/CLAV 600MG/5ML,26.43
1532,AMOXICILLIN 125MG/5ML   ,27.49
1534,AMOXICILLIN 250MG CAP   ,14.73
1536,AMOXICILLIN 250MG CHEW  ,26.09
1537,AMOXICILLIN 250MG/5ML   ,35.41
1542,AMOXICILLIN 400MG/5ML   ,10.49
1543,AMOXICILLIN 500MG CAP   ,14.73
1544,AMOXICILLIN 875MG TAB   ,23.53
1547,AMPHET/DEXAMPHT 25MG XR ,29.65
1548,AMPHET/DEXAMPHT 10MG TAB,22.56
1549,AMPHET/DEXAMPHT 5MG TAB ,25.79
1551,AMPHOTER B 0.1MG/1ML SYR,89.03
1552,AMPHOT B LIPID 10 MG INJ,185.28
1558,AMPHOTER B LIPO CUSTOM  ,89.03
1581,AMPHOT B LIPOSOME 10 MG ,161.72
1586,AMPHOTERICIN B CUSTOM   ,78.63
1589,AMPICILN/SULBACTM 1.5 G ,70.88
1594,AMPICILLIN 125MG/5ML LIQ,21.28
1598,AMINO ACIDS 250ML       ,604.31
1640,AMPICILLIN 2000MG/16ML  ,177.35
1641,AMPICILLIN 250MG CAP    ,9.07
1642,AMPICILLIN 250MG/5ML LIQ,19.27
1643,AMPICILLIN 250 MG/ML INJ,80.11
1645,AMPICILLIN 500MG CAP    ,9.07
1648,AMINO ACIDS 500ML       ,126.70
1649,AMPICILLIN 500MG/5ML LIQ,21.28
1655,AMYL NITRITE 0.3ML INAMP,28.23
1656,AMYLA/LIP/PROT 10 SR CAP,9.92
1657,AMYLA/LIP/PROT 20 SR CAP,24.16
1661,AMYLA/LIP/PROT CAP      ,9.92
1662,AMYLA/LIP/PROT EC CAP   ,26.09
1663,AMYLA/LIP/PROT MT 16 CAP,21.28
1664,AMYLA/LIP/PROT MT 10 CAP,29.00
1667,AMYLA/LIP/PROT TAB      ,31.91
1671,AMPHET/DEXAMPHT 30MG TAB,7.14
1673,ANAGRELIDE 0.5MG CAP    ,17.29
1674,ANAGRELIDE 1MG CAP      ,64.13
1675,ANASTROZOLE 1 MG PO     ,29.18
1677,ANISTREPLASE 30 U INJ   ,14939.52
1678,ANTIPYRINE/BENZ 10ML OT ,375.09
1679,ANTIPYRINE/BENZ 15ML OT ,87.57
1680,ANTITHROM 3 HUM 1MIU VL ,7600.12
1684,ANTIVENI LACTR MAC 2.5ML,204.64
1685,APRACLONIDINE 0.5% 5MLOP,486.74
1688,APRACLONIDINE 1% OP     ,56.13
1690,ARGININE 10% 300ML VL   ,1396.04
1693,SODIUM CHL 0.9% K20MEQ1L,482.43
1695,ARIPIPRAZOLE 10MG TAB   ,41.09
1696,ARIPIPRAZOLE 15MG TAB   ,32.02
1697,ARIPIPRAZOLE 5MG TAB    ,53.82
1701,ASCORBIC ACID 250MG TAB ,31.91
1702,ASCORBIC ACID 500MG TAB ,1.13
1703,ASCORBIC ACID 500MG VL  ,9.76
1707,ASCORBIC ACID 500MG/5ML ,26.09
1708,ASPARAGINASE 10000 U INJ,394.32
1709,ASPIRIN 800MG SA TAB    ,29.00
1710,ASPIRIN/APAP/CAFFEIN TAB,2.91
1712,ASPIRIN/BUTALB/CAFF #3  ,34.15
1713,ASPIRIN/BUTALB/CAFF     ,31.91
1715,ASPIRIN/CAFF 400/32 TAB ,1.94
1717,BACLOFEN 50 MCG INJ     ,67.22
1721,ASPIRIN/NA BIC/CALC EFFT,29.00
1723,ASTEMIZOLE 10MG TAB     ,29.98
1725,ATENOLOL 25MG TAB       ,9.07
1726,ATENOLOL 100MG TAB      ,26.09
1728,ATENOLOL 50MG TAB       ,9.07
1729,ATENOLOL 5MG/10ML AMP   ,211.63
1737,ATOMOXETINE 18MG CAP    ,31.59
1738,BECLOMETHASONE 7.3GM INH,472.43
1740,ATOMOXETINE 25MG CAP    ,31.59
1741,ATOMOXETINE 40MG CAP    ,31.59
1743,ATOMOXETINE 60MG CAP    ,31.59
1745,ATORVASTATIN 20MG TAB   ,37.06
1746,ATORVASTATIN 10MG TAB   ,17.29
1747,ATORVASTATIN 40MG TAB   ,14.73
1748,ATOVAQUONE 250MG TAB    ,36.74
1749,ATOVAQUONE 750MG/5ML LIQ,138.54
1751,BECLOMETHASONE 7.4GM INH,704.15
1753,HY/MB/METH/PSAL/BENZ    ,31.91
1755,ATRACURIUM 100MG/10ML VL,778.99
1756,ATRACURIUM 50MG/5ML VL  ,660.03
1757,ATROPINE 0.4MG TAB      ,23.22
1764,ATROPINE 1% 1ML OP      ,14.23
1765,ATROPINE 1% 3.5GM OP    ,80.26
1766,ATROPINE 1% 5ML OP      ,278.40
1771,AURANOFIN 3MG CAP       ,29.98
1775,AUROTHIOGLUC UP TO 50 MG,1682.46
1776,AZACTAM 20MG/1ML        ,90.12
1777,AZACTAM CUSTOM CONC SYR ,87.92
1778,AZATHIOPRINE 50 MG PO   ,20.31
1781,AZELASTINE 30ML NAS SPR ,233.16
1782,AZITHROMYCIN 100MG/5ML  ,22.66
