Procedure ID,Description,Amount
334,ACEBUTOLOL 200MG TAB    ,13.96
336,ACETAMIN/BUTALBITL 650MG,17.45
346,ACETAMIN/BUTALBITL/CAFFE,13.96
376,ACETAMIN/COD 15ML LIQ   ,18.61
378,ACETAMIN/CODEINE #2 TAB ,17.45
382,ACETAMIN/CODEINE #3 TAB ,18.61
383,ACETAMIN/CODEINE #4 TAB ,17.45
385,ACETAMINOPHEN 120MG SUPP,29.09
464,ACETAMINOPHEN INFGTTS15M,26.75
494,ACETAZOLAMIDE 250MG TAB ,13.96
637,ACETAZOLAMIDE 500 MG INJ,148.87
654,ACETIC ACID 2% 15ML OT  ,239.58
692,ACETIC ACID/HC 10ML OT  ,134.92
693,ACETYLCHOLINE 1% 2ML OP ,207.02
696,ACETOHEXAMIDE 250MG TAB ,13.96
698,ACETYLCYSTEI 10% 30ML VL,31.41
724,ACETYLCYSTEI 20% 30ML VL,31.41
830,ACTIVATED CHAR/SORB 50GM,40.71
831,ACTIVATED CHARCOAL 25GM ,36.06
844,ACTIVATED CHARCOAL 50GM ,43.04
845,ACYCLOVIR 200MG CAP     ,13.96
871,ACYCLOVIR 200MG/5ML LIQ ,13.96
886,ACYCLOVIR 5% TOP 15 GM  ,517.56
1124,ACYCLOVIR 800MG TAB     ,19.78
1159,ALBUTEROL 2MG/5ML LIQ   ,13.96
1164,ALBUTEROL 90MCG 17GM INH,123.28
1166,ALBUTEROL 90MCG 6.8GMINH,120.96
1191,ALENDRONATE 10MG TAB    ,13.96
1196,ALENDRONATE 70MG TAB    ,77.93
1206,ALFENTANIL 1000MCG AMP  ,109.33
1219,ALLOPURINOL 100MG TAB   ,13.96
1222,ALLANTOIN WOUND 90GM GEL,97.69
1235,ALLOPURINOL 300MG TAB   ,13.96
1241,ALPRAZOLAM 0.25MG TAB   ,18.61
1242,ALPRAZOLAM 0.5MG TAB    ,18.61
1247,ALPROSTADIL 500MCG AMP  ,604.77
1248,ALPRAZOLAM 1MG TAB      ,18.61
1259,ALUM HYDR/MAG TRIS CHEW ,13.96
1262,ALUMINUM CARB BASIC LIQ ,13.96
1265,ALUMINUM CARB BASIC PO  ,13.96
1266,ALUMINUM HYDR 320MG LIQ ,13.96
1273,ALUMINUM HYDR 500/600 TB,13.96
1276,AMANTADINE 100MG CAP    ,13.96
1277,AMANTADINE 50MG/5ML LIQ ,11.02
1281,AMIFOSTINE 500 MG INJ   ,1471.24
1290,AMILORIDE 5MG TAB       ,13.96
1291,AMINO ACIDS 1000ML      ,218.61
1292,AMILORIDE/HCTZ 5/50 TAB ,13.96
1293,AMINO ACIDS 2000ML      ,356.56
1294,AMINO ACIDS 3000ML      ,515.74
1297,AMINO ACIDS/LIPID 1000ML,260.00
1401,AMINO ACIDS/LIPID 2000ML,569.86
1404,AMINOCAPR AC 5GM/20ML VL,70.95
1411,AMIODARONE 200MG TAB    ,23.26
1415,AMITRIP/PERPHENAZ 10/2  ,13.96
1417,AMITRIP/PERPHENAZ 10/4  ,13.96
1418,AMITRIP/PERPHENAZ 25/2  ,13.96
1419,AMITRIP/PERPHENAZ 25/4  ,13.96
1429,AMITRIPTYLINE 10MG TAB  ,13.96
1430,AMITRIPTYLINE 25MG TAB  ,13.96
1446,AMLODIPINE 5MG TAB      ,13.96
1454,AMLODIPINE 2.5MG TAB    ,13.96
1488,AMOX/CLAV 1000MG XR TAB ,19.78
1490,AMOX/CLAV 125MG CHEW    ,13.96
1491,AMOX/CLAV 125MG/5ML     ,13.96
1492,AMOX/CLAV 200MG/5ML     ,13.96
1497,AMOX/CLAV 250MG/5ML     ,18.61
1499,AMOX/CLAV 500MG TAB     ,23.26
1502,AMOX/CLAV 400MG/5ML     ,22.10
1503,AMOX/CLAV 875MG TAB     ,30.24
1509,AMOXAPINE 25MG TAB      ,13.96
1523,AMOXIC 50MG/ML 15ML GTTS,13.96
1532,AMOXICILLIN 125MG/5ML   ,13.96
1533,AMOXICILLIN 125MG CHEW  ,13.96
1534,AMOXICILLIN 250MG CAP   ,13.96
1536,AMOXICILLIN 250MG CHEW  ,13.96
1537,AMOXICILLIN 250MG/5ML   ,13.96
1542,AMOXICILLIN 400MG/5ML   ,13.96
1543,AMOXICILLIN 500MG CAP   ,13.96
1548,AMPHET/DEXAMPHT 10MG TAB,18.61
1552,AMPHOT B LIPID 10 MG INJ,67.46
1589,AMPICILN/SULBACTM 1.5 G ,70.95
1594,AMPICILLIN 125MG/5ML LIQ,13.96
1641,AMPICILLIN 250MG CAP    ,13.96
1642,AMPICILLIN 250MG/5ML LIQ,13.96
1643,AMPICILLIN 250 MG/ML INJ,70.95
1649,AMPICILLIN 500MG/5ML LIQ,13.96
1655,AMYL NITRITE 0.3ML INAMP,24.43
1662,AMYLA/LIP/PROT EC CAP   ,13.96
1673,ANAGRELIDE 0.5MG CAP    ,39.54
1675,ANASTROZOLE 1 MG PO     ,57.24
1678,ANTIPYRINE/BENZ 10ML OT ,97.69
1693,SODIUM CHL 0.9% K20MEQ1L,106.12
1696,ARIPIPRAZOLE 15MG TAB   ,61.65
1697,ARIPIPRAZOLE 5MG TAB    ,61.65
1702,ASCORBIC ACID 500MG TAB ,13.96
1708,ASPARAGINASE 10000 U INJ,166.31
1709,ASPIRIN 800MG SA TAB    ,13.96
1712,ASPIRIN/BUTALB/CAFF #3  ,17.45
1713,ASPIRIN/BUTALB/CAFF     ,17.45
1715,ASPIRIN/CAFF 400/32 TAB ,13.96
1725,ATENOLOL 25MG TAB       ,13.96
1728,ATENOLOL 50MG TAB       ,13.96
1729,ATENOLOL 5MG/10ML AMP   ,91.88
1738,BECLOMETHASONE 7.3GM INH,174.45
1746,ATORVASTATIN 10MG TAB   ,13.96
1747,ATORVASTATIN 40MG TAB   ,24.43
1753,HY/MB/METH/PSAL/BENZ    ,13.96
1766,ATROPINE 1% 5ML OP      ,248.04
1770,ATTAPULGITE 200MG/5ML   ,13.96
1771,AURANOFIN 3MG CAP       ,13.96
1778,AZATHIOPRINE 50 MG PO   ,13.96
1781,AZELASTINE 30ML NAS SPR ,117.47
1785,AZITHROMYCIN 200MG/5ML  ,22.10
1786,AZITHROMYCIN 250MG      ,43.04
1787,AZITHROMYCIN 500 MG INJ ,113.98
1788,AZTREONAM 1GM VL        ,163.99
1791,AZTREONAM 2GM VL        ,323.32
1797,BACITRACIN 454GM OI     ,162.83
1798,BACITRACIN 500U/GM 15GM ,31.41
1801,BACITRACIN 500U/GM 0.94G,17.45
1802,BACITRACIN 500U/GM 3.5GM,31.41
1803,BACITRACIN 500U/GM 30GM ,31.41
1804,BACITRACIN 50MU VL      ,93.05
1809,BACITRACIN/POLYMYXIN 15G,30.24
1810,BACITRACIN/POLYMYXIN3.5G,109.33
1812,BACLOFEN 10MG TAB       ,13.96
1824,BCG PER INSTILLATION    ,490.80
1830,BRIMONIDINE 0.2% 5ML OP ,138.40
1835,BELLADONNA/PB 16.2/5ML  ,13.96
1840,BELLADONNA/PB SA TAB    ,13.96
1844,BELLADONNA/PB TAB       ,13.96
1850,BENAZEPRIL 10MG TAB     ,13.96
1872,BENZALKONIU CL 17% 236ML,31.41
1874,BENZOCAINE 10%>10GM GEL ,31.41
1889,BENZOCAINE 20% 60ML SPR ,44.19
1891,BUPRENORPHINE <=3MG PO  ,22.26
1896,BENZOCAINE/MENTHOL LOZ  ,18.61
1935,BENZOCAINE/MENTHOL SPR  ,31.41
1941,BENZOIN 4OZ SPR         ,39.54
1944,BENZOIN CMPD TINC 2OZTOP,31.41
2034,BUPRENORPHINE 2 MG PO   ,18.00
2043,BENZONATATE 100MG CAP   ,13.96
2079,BENZTROPINE 0.5MG TAB   ,13.96
2082,BENZTROPINE 1MG TAB     ,11.63
2086,BUPRENORPHINE 8 MG PO   ,36.06
2096,BERACTANT 200MG VL      ,6340.85
2134,BETAMETH 0.05% 15GM OI  ,31.41
2136,BETAMETH 0.05% 45GM CR  ,58.15
2138,BETAMETH 0.1% 15GM CR   ,31.41
2143,BETAMETH 0.1% 15GM OI   ,31.41
2144,BETAMETH 0.1% 45GM CR   ,31.41
2150,BETAMETH 0.1% 45GM OI   ,31.41
2164,BETAXOLOL 0.25% 2.5MLOP ,94.21
2192,BETAXOLOL 0.5% 5ML OP   ,292.14
2196,BETHANECHOL 10MG TAB    ,13.96
2198,BETHANECHOL 25MG TAB    ,13.96
2256,BICALUTAMIDE 50MG TAB   ,73.28
2257,CALCIPOTR 0.005% TOP60GM,543.14
2260,BIMATOPRST 0.03% 2.5MLOP,197.71
2264,BISACODYL 10MG SUPP     ,26.75
2269,BISACODYL 5MG EC TAB    ,13.96
2275,BISACODYL/SP PREP KIT #3,31.41
2291,CALCIPOTR 0.005% 60GM OI,382.64
2295,BISMUTH SUBSA 262MG CHEW,13.96
2296,BISMUTH SUBSA 262MG/15ML,13.96
2404,BISOPROLOL/HCTZ 10/6.25 ,13.96
2405,BISOPROLOL 5MG TAB      ,13.96
