"PROC
#",Procedure Description,"IP
Price","OP
Price",
1,AB ID RBC ABS EACH PANEL,"1,120","1,120",
2,ABG ANALYSIS ISTAT,183,183,
3,ACTIVATED PROTEIN C RESISTA,185,185,
4,ACUTE HEPATITIS PANEL,434,434,
5,ADAPTIC TOUCH 3X4,60,60,
6,ADHESIVE DERMABOND SKIN,75,75,
7,ADRENOCORTICOTROPIC HORMONE,282,282,
8,AEROSOL INITIAL CONT BRONCH,240,240,
9,AEROSOL SUB CONT BRONCH HR,126,126,
10,AEROSOL SUB SM VOL NEB,176,176,
11,AGGLUTINATION GRP EA ANTISE,118,118,
12,AIRWAY KING LTSD,311,311,
13,ALBUMIN,87,87,
14,ALBUMIN FLUID,51,51,
15,ALDOLASE,77,77,
16,ALDOSTERONE,298,298,
17,ALPHA 1 ANTITRYPSIN TOTAL,99,99,
18,AMMONIA,135,135,
19,AMYLASE,219,219,
20,ANA TITER,82,82,
21,Anesthesia - General - 1st 30 Min,"1,350","1,350",
22,Anesthesia - General - Add Min,36,36,
23,Anesthesia - MAC - 1st 15 Min,426,426,
24,Anesthesia - MAC - Add Min,23,23,
25,Anesthesia - Regional - 1st 15 Min,394,394,
26,Anesthesia - Regional - Add Min,23,23,
27,Anesthesia - Spinal - 1st 15 Min,394,394,
28,Anesthesia - Spinal - Add Min,23,23,
29,Anesthesia - TIVA - 1st 30 Min,"1,350","1,350",
30,Anesthesia - TIVA - Add Min,36,36,
31,ANTIBODY ASPERGILLUS,111,111,
32,ANTIBODY BLASTOMYCES,95,95,
33,ANTIBODY BORDETELLA 2,98,98,
34,ANTIBODY EHRLICHIA,154,154,
35,ANTIBODY RICKETTSIA,178,178,
36,ANTIBODY SCREEN RBC,256,256,
37,ANTIGEN TESTING OF DONOR EA AG,551,551,
38,ANTIHUMAN GLOBULIN COOMBS D,300,300,
39,ANTINUCLEAR ANTIBODY,143,143,
40,ANTITHROMBIN III AG,355,355,
41,ANTITHROMBIN III FUNCTIONAL,220,220,
42,APLIGRAF PER 1 SQ CM_44,241,241,
43,APPL SKIN SUB T/A/L 1ST 25 SQ,"1,470","1,470",
44,APPLIER CLIP DIRECT DRIVE,532,532,
45,APPLIER ENDOCLIP 325,572,572,
46,APPLIER ENDOCLIP 450,"1,188","1,188",
47,APPLIER HEM-O-LOK 5MM,655,655,
48,APTT MIXING STUDIES,149,149,
49,ARTERIAL CATH/CANNULATION,794,794,
50,ARTERIAL PUNCTURE,100,100,
51,B TYPE NATRIURETIC PEPTIDE,248,248,
52,BARTONELLA,93,93,
53,BARTONELLA AMP PROBE,391,391,
54,BASIC METABOLIC PANEL,234,234,
55,BETA 2 GLYCOPROTEIN 1 AB EACH,169,169,
56,BETA HCG QUALITATIVE SERUM,166,166,
57,BILIRUBIN DIRECT,158,158,
58,BILIRUBIN TOTAL,173,173,
59,BINDER ABDOMINAL ALL SIZES,83,83,
60,BLADDER SCAN,147,147,
61,BLADE 100,370,370,
62,BLADE 150,200,200,
63,BLADE 175,356,356,
64,BLADE 200,362,362,
65,BLADE 300,932,932,
66,BLADE AGGRESSIVE PLUS 4.0,153,153,
67,BLADE ANGLED F SERIES STRYKER,435,435,
68,BLADE END CUTTER/COUGAR 4.0MM,396,396,
69,BLADE RECIPROCATING 9.0MM,248,248,
70,BLADE RECIPROCATING STRYKER,515,515,
71,BLADE SAGITTAL,196,196,
72,BLADE SAGITTAL HEAVY DUTY,517,517,
73,BLOOD TYPING ABO,300,300,
74,BLOOD TYPING RH D,164,164,
75,BONE CHIPS CRUSHD READIGRAFT,685,685,
76,BOOT AIR WALKER TALL OTS,377,377,
77,BOOT EX TRACKER WALKER,122,122,
78,BOOT ORTHO,76,76,
79,BOOT PNEUMATIC OTS,163,163,
80,BOOT PREVALON,392,392,
81,BOOT WALKER SHORT LEG ALL SZ OTS,223,223,
82,BORDETELLA PERTUSSIS Q,141,141,
83,BRACE ANKLE STIRRUP OTS,84,84,
84,BRAF,957,957,
85,BUR ROUND STRYKR,227,227,
86,BUR STRYKER,719,719,
87,C DIFFICILE TOXIN A AND B EIA,149,149,
88,C02 EXPIRED GAS DETERM DAILY,552,552,
89,CA 19-9,153,153,
90,CABLE W/CRIMP 1.0/1.7 750MM,"1,699","1,699",
91,CALCIUM,88,88,
92,CALCIUM IONIZED,152,152,
93,CALCULUS INFRARED SPECTROS Q38,77,77,
94,CANCER SCREEN COLONOSCOPY HI RISK,"2,316","2,316",
95,CANNULA DRI LOK 75MM STRYKER,281,281,
96,CANNULA DRI LOK 90MM STRYKER,157,157,
97,CARBAMAZEPINE TOTAL,117,117,
98,CARBOXYHEMOGLOBIN,203,203,
99,CARCINOEMBRYONIC ANTIGEN,139,139,
100,CARDIAC REHAB MONITORED OP,272,272,
101,CARDIOLIPIN AB IGA OTHER,225,225,
102,CARDIOVERSION EXTERNAL,"1,590","1,590",
103,CATH CHOLANGIOGRAM 300,794,794,
104,CATH COUDE URETERAL 40,507,507,
105,CATH FOLEY 3W ALL SIZES,84,84,
106,CATH FOLEY 70,224,224,
107,CATH NEXIVA,35,35,
108,CATH SAFE-T CENTESIS DRAIN SYS,510,510,
109,CAUTERY PENCIL HANDTROL 10,81,81,
110,CBC W/AUTO DIFF OTHER,118,118,
111,CBC WITHOUT DIFFERENTIAL,98,98,
112,CELL COUNT MISC FLUID,128,128,
113,CELL COUNT MISC FLUID W/DIF,236,236,
114,CEMENT BONE 225,"1,169","1,169",
115,CENTRALIZER DISTL/PROXIML VERSYS,296,296,
116,CHLAMYDIA,87,87,
117,CHLAMYDIA IGM,94,94,
118,CHLAMYDIA TRACH AMP PROBE T,402,402,
119,CHLORIDE RANDOM URINE,39,39,
120,CHOLESTEROL HDL,61,61,
121,CHOLESTEROL SERUM,37,37,
122,CLIA OCCULT BLOOD GAS FLUID,58,58,
123,CLIP APPLIER DISP,505,505,
124,CLOSTRIDIUM DIFFICILE TOXINGENES,241,241,
125,COCCIDIODIES,85,85,
126,COLONOSCOPY FLEX DX,"2,955","2,955",
127,COLONOSCOPY FLEX W/INJ SUBMUC,"3,210","3,210",
128,COLONOSCOPY SCRN PT NOT HI RISK,"2,316","2,316",
129,COLONOSCOPY THRU STOMA W/SNARE,"2,497","2,497",
130,COLONOSCOPY W/ABLATION,"4,323","4,323",
131,COLONOSCOPY W/BIOPSY,"3,210","3,210",
132,COLONOSCOPY W/HOT FORCEP,"3,644","3,644",
133,COLONOSCOPY W/REMOVE BY SNARE,"4,063","4,063",
134,COMPATIBILITY TEST-ELECTRONIC,551,551,
135,COMPREHENSIVE METABOLIC PAN,369,369,
136,CONCENTRATION FOR INF AGENT,64,64,
137,CORTISOL TOTAL,120,120,
138,CPAP/BIPAP SUBSEQUENT DAILY,375,375,
139,CPR,"1,567","1,567",
140,C-REACTIVE PROTEIN,131,131,
141,CREATINE KINASE (CPK) TOTAL,103,103,
142,CREATININE ISTAT,73,73,
143,CREATININE URINE,59,59,
144,CRITICAL CARE >74 PER 30 MIN,791,791,
145,CRITICAL CARE 30-74 ADDL SVC,"2,903","2,903",
146,CROSSMATCH,551,551,
147,CRYSTAL ID LIGHT MICRO,53,53,
148,CT ABDOMEN AND PELVIS W AND W/O CONT,"3,712","3,712",
149,CT ABDOMEN AND PELVIS W CONT,"3,093","3,093",
150,CT ABDOMEN AND PELVIS W/O CONT,"2,615","2,615",
151,CT ABDOMEN W AND W/O CONTRAST,"2,421","2,421",
152,CT ABDOMEN W/CONTRAST,"1,934","1,934",
153,CT ABDOMEN W/O CONTRAST,"1,581","1,581",
154,CT CHEST W AND W/O CONTRAST,"2,288","2,288",
155,CT CHEST W/CONTRAST,"1,865","1,865",
156,CT CHEST W/O CONTRAST,"1,480","1,480",
157,CT C-SPINE W AND W/O CONTRAST,"2,581","2,581",
158,CT C-SPINE W/O CONTRAST,"1,782","1,782",
159,CT HEAD/BRAIN W/CONTRAST,"2,051","2,051",
160,CT HEAD/BRAIN W/O CONTRAST,"1,422","1,422",
161,CT HEADBRAIN W AND WO CONTRAST,"2,486","2,486",
162,CT LOW EXT W/CONTRAST RT,"1,894","1,894",
163,CT LOW EXT W/O CONTRAST RT,"1,673","1,673",
164,CT LOWEXT W AND WO CONTRAST RT,"2,075","2,075",
165,CT L-SPINE W AND W/O CONTRAST,"2,676","2,676",
166,CT L-SPINE W/CONTRAST,"2,088","2,088",
167,CT L-SPINE W/O CONTRAST,"1,782","1,782",
168,CT LUNG CANCER ANNUAL SCREEN,934,934,
169,CT MAXILLOFACIAL W AND WO CONT,"2,312","2,312",
170,CT MAXILLOFACIAL W/CONTRAST,"1,608","1,608",
171,CT MAXILLOFACIAL W/O CONTRA,"1,301","1,301",
172,CT NECK W AND W/O CONTRAST,"2,467","2,467",
173,CT NECK W/CONTRAST,"1,976","1,976",
174,CT NECK W/O CONTRAST,"1,311","1,311",
175,CT ORBIT/SELLA/FOSSA/EAR W/CON,"1,806","1,806",
176,CT ORBIT/SELLA/FOSSA/EAR W/O CON,"1,539","1,539",
177,CT ORBITSELLAFOSSAEAR W AND WO,"2,232","2,232",
178,CT PELVIS W AND W/O CONTRAST,"1,935","1,935",
179,CT PELVIS W/CONTRAST,"1,733","1,733",
180,CT PELVIS W/O CONTRAST,"1,305","1,305",
181,CT T-SPINE W/CONTRAST,"1,892","1,892",
182,CT T-SPINE W/O CONTRAST,"1,720","1,720",
183,CT UP EXT W AND WO CONTRAST LT,"2,241","2,241",
184,CT UP EXT W/CONTRAST LT,"2,088","2,088",
185,CT UP EXT W/O CONTRAST LT,"1,658","1,658",
186,CTA ABDOMEN AND PELVIS W AND W/O CONTRAST,"3,155","3,155",
187,CTA ABDOMEN W AND W/O CONTRAST,"2,049","2,049",
188,CTA ABDOMINAL AORTA W/RUNOF,"2,442","2,442",
189,CTA CHEST W AND W/O CONT,"2,098","2,098",
190,CTA HEAD W AND W/O CONT,"2,155","2,155",
191,CTA NECK W AND W/O CONT,"1,915","1,915",
192,CUFF SCD FOOT,50,50,
193,CULT BACTERIA BLOOD,84,84,
194,CULT FUNGI,133,133,
195,CULT MYCOPLASMA ANY SOURCE Q,184,184,
196,CULT PATHOGENIC ORGAN SCRN,104,104,
197,CULT STOOL ADDITIONAL PATHO,103,103,
198,CULT STOOL SALMONELLA SHIGE,239,239,
199,CULT TYPE ID BY NUCLEIC ACI,158,158,
200,CULTURE AFB,113,113,
201,CULTURE ANAEROBIC,338,338,
202,CULTURE BACTERIA AEROBIC,94,94,
203,CULTURE TYPING IMMUNOFLUORESCE,83,83,
204,CUP CHEST COMPRESSION DISP,256,256,
205,CUSHION CHAIR,109,109,
206,CYTOMEGALOVIRUS NEG UNIT CHARGE,106,106,
207,CYTOMEGALOVIRUS QUANT,304,304,
208,CYTOPATH NONGYN LB W/INTERP,695,695,
209,D DIMER QUAN ULTRA SEN,375,375,
210,DEMO/EVAL SVN/IPPB/MDI,375,375,
211,DEOXYRIBONUCLEIC ACID ANTIB,101,101,
212,DERMABOND,130,130,
213,DERMABOND 0.7ML,136,136,
214,DERMABOND 100,165,165,
215,DERMABOND ADHESIVE SKIN MINI,76,76,
216,DERMABOND ADVANCED,125,125,
217,DERMABOND MINI 0.36ML,75,75,
218,DEVICE ELECTROSURGCL CUT/COAG,324,324,
219,DEVICE FIXATION SECURESTRAP 25,"2,566","2,566",
220,DIGOXIN,98,98,
221,DILATION ESOPHAGUS SOUND OR BO,"1,148","1,148",
222,DISK METHOD SENSITIVITY,51,51,
223,DRAIN CONSTAVAC BLOOD CONS SYS,"1,132","1,132",
224,DRESSING BAND 4-6 IN LATEX FREE ESMARK,127,127,
225,DRESSING BANDAGE 60,115,115,
226,DRESSING EPISTAXIS ALL SIZES,105,105,
227,DRESSING EXUFIBER AG 4X5,278,278,
228,DRESSING MEPILEX AG BORDER 4X12,201,201,
229,DRESSING QUICK CLOT 5 X 5,460,460,
230,DRESSING VAC SIMPLACE MED,318,318,
231,DRILLBIT 1.0 - 3.5,355,355,
232,DRILLBIT 1.0-3.5MM SYNTHES,477,477,
233,DRILLBIT 100/110MM SYNTHES,369,369,
234,DRILLBIT 2.0/2.6 AO SHAFT,885,885,
235,DRILLBIT 2.0-3.5 125-180MM,390,390,
236,DRILLBIT 2.7MM/3.5MM SYNTHES,"1,540","1,540",
237,DRILLBIT 250,"1,038","1,038",
238,DRILLBIT 275,"1,069","1,069",
239,DRILLBIT 3 FLUTED SYNTHES,981,981,
240,DRILLBIT 3.5X130/230MM T2,731,731,
241,DRILLBIT 300,"1,182","1,182",
242,DRILLBIT 325,"1,252","1,252",
243,DRILLBIT 375,852,852,
244,DRILLBIT 4.2/5.0 AO,"1,200","1,200",
245,DRILLBIT 600,"1,497","1,497",
246,DRILLBIT BUR F SERIES STRYKER,"1,344","1,344",
247,DRILLBIT LCP 2.8MM SYNTHES,714,714,
248,DRILLBIT QC 60-145MM ZMR,487,487,
249,DRILLBIT QUIK COUPLING 60-145MM,311,311,
250,DRUG SCREEN SINGLE,427,427,
251,DSG AQUACEL 6X6,154,154,
252,DSG AQUACEL AG RIBBON 3/4X18,89,89,
253,DSG MEPILEX BORDER 4X12,121,121,
254,DSG MEPILEX BORDER SACRUM 7.2,44,44,
255,DSG SILVASORB GEL,128,128,
256,ECHO 2D COMPL SPEC AND COLOR DOP,"2,502","2,502",
257,ECHO 2D W/CONTRAST LIMITED,923,923,
258,ECHO 2D W/WO CONT SPECT/COLOR,"2,502","2,502",
259,ECHO AWAKE TEE,"4,193","4,193",
260,ECHO COLOR FLOW VELOCITY MAP,605,605,
261,EGD BALLOON DIL ESOPH 30 MM,"4,048","4,048",
262,EGD DIAGNOSTIC,"2,178","2,178",
263,EGD W/BAND ESOPH/GASTRIC VARIC,"4,349","4,349",
264,EGD W/BIOPSY,"2,991","2,991",
265,EGD W/CONTROL OF BLEEDING,"3,565","3,565",
266,EGD W/DILATION,"3,119","3,119",
267,EGD W/ESOPH BALLOON DILATION,"2,715","2,715",
268,EGD W/PEG PLACEMENT,"3,547","3,547",
269,EGD W/REMOVE FB,"3,149","3,149",
270,EGD W/TUMOR/POLYP REMOVE SNARE,"3,487","3,487",
271,EGFR GENE ANALYSIS,"1,761","1,761",
272,EKG ROUTINE TRACING ONLY,255,255,
273,ENTEROVIRUS AMP PROBE TEC,241,241,
274,ENZYME DETECTION BETA LACTA,50,50,
275,ER VISIT LEVEL 1,360,360,
276,ER VISIT LEVEL 2,559,559,
277,ER VISIT LEVEL 3,905,905,
278,ESOPHAGOSCOPY DIAGNOSTIC,"1,611","1,611",
279,EVAL SPEECH ONLY 31-60 MIN,495,495,
280,EVAL SPEECH/LANG 31-60 MIN,"1,036","1,036",
281,EVAL VOICE 31-60 MIN,567,567,
282,EXTRACTABLE NUCLEAR AG,132,132,
283,F2,359,359,
284,F5,461,461,
285,FACTOR II,97,97,
286,FERRITIN,100,100,
287,FIBRINOGEN,106,106,
288,FINGER/HEEL/EAR STICK,20,20,
289,FLOW CELL SURF MARKR TC 1ST 1,"1,120","1,120",
290,FLOW CYTO CELL SURFACE ADDL,136,136,
291,FLUR NONINFECTIOUS AG AB Q,89,89,
292,FLUTTER VALVE INITIAL,229,229,
293,FLUTTER VALVE RX SUBSEQUENT,141,141,
294,FOLATES RBC,127,127,
295,FOLATES SERUM,108,108,
296,FRESH FROZEN PLASMA PROC,100,100,
297,GASES BLOOD PH ONLY,26,26,
298,GASTRIC INTUB AND ASPIR/LAVAGE,235,235,
299,GGT,162,162,
300,GIARDIA SPECIFIC ANTIGEN EI,163,163,
301,GLUCOSE BLOOD,57,57,
